HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
8433600000,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",U,5,,,,20/07/2019
8433900000,Parts of article of heading 84.33,KG,5,,,,14/04/2020
8434100000,Milking machines,U,5,,,,20/07/2019
8434200000,Dairy machinery,U,5,,,,20/07/2019
8434900000,Parts of Milking machines and dairy machinery.,KG,5,,,,14/04/2020
8435100000,"Machinery used in the manufacture of wine, cider, fruit juices or similar beverages.",U,5,,,,20/07/2019
8435900000,"Parts of Machinery used in the manuf. of wine, cider, fruit juices or similar beverage",KG,5,,,,14/04/2020
8436100000,Machinery for preparing animal feeding stuffs,U,5,,,,20/07/2019
8436210000,Poultry incubators and brooders,U,5,,,,20/07/2019
8436290000,Other Machinery for preparing animal feeding stuffs not specified,U,5,,,,20/07/2019
8436800000,Other machinery of this heading not speccified,U,5,,,,20/07/2019
8436910000,Parts of poultry-keeping machinery or poultry incubators and brooders,KG,5,,,,14/04/2020
8436990000,Parts of other machinery of heading not specified.,KG,5,,,,14/04/2020
8437100000,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",U,5,,,,20/07/2019
8437800000,- Other machinery of heading not specified.,U,5,,,,05/06/2020
8437900000,Parts,KG,5,,,,14/04/2020
8438100000,Bakery machinery and machinery for the manufacture of macaroni... or similar products,U,5,,,,08/06/2015
8438200000,"Machinery for the manufacture of confectionery, cocoa or chocolate",U,5,,,,08/06/2015
8438300000,Machinery for sugar manufacture,U,5,,,,08/06/2015
8438400000,Brewery machinery,U,5,,,,08/06/2015
8438500000,Machinery for the preparation of meat or poultry,U,5,,,,08/06/2015
8438600000,"Machinery for the preparation of fruits, nuts or vegetables",U,5,,,,08/06/2015
8438800000,Other machinery,U,5,,,,08/06/2015
8438900000,Parts,KG,5,,,,14/04/2020
8439100000,Machinery for making pulp of fibrous cellulosic material,U,5,,,,08/06/2015
8439200000,Machinery for making paper or paperboard,U,5,,,,08/06/2015
8439300000,Machinery for finishing paper or paperboard,U,5,,,,08/06/2015
8439910000,Parts of machinery for making pulp of fibrous cellulosic material,KG,5,,,,14/04/2020
8439990000,Other parts of Machinery for making or finishing paper or paperboard not specified,KG,5,,,,14/04/2020
8440100000,Book-binding machinery,U,5,,,,08/06/2015
8440900000,Parts of Book-binding machinery,KG,5,,,,14/04/2020
8441100000,Cutting machines,U,5,,,,08/06/2015
8441200000,"Machines for making bags, sacks or envelopes",U,5,,,,08/06/2015
8441300000,"Machines for making cartons, boxes... or similar containers, other than by moulding",U,5,,,,08/06/2015
8441400000,"Machines for moulding articles in paper pulp, paper or paperboard",U,5,,,,08/06/2015
8441800000,"Machinery for making paper pulp, paper/paperboard, paper cutting machine not specified",U,5,,,,08/06/2015
8441900000,"Parts of paper pulp, paper or paperboard machines of all kinds.",KG,5,,,,14/04/2020
8442300000,"Machinery, apparatus and equipment for making plates or other printing components;",U,5,,,,08/06/2015
8442400000,Parts of Machinery and equipment for making plates or other printing components;,KG,5,,,,14/04/2020
8442500000,"Plates, cylinders and other printing components..., prepared for printing purposes",KG,5,,5,,21/06/2023
8443110000,"Offset printing machinery, reelfed",U,5,,5,,21/06/2023
8443120000,"Offset printing machinery, sheetfed, office type",U,5,,5,,21/06/2023
8443130000,Other offset printing machinery not specified,U,5,,5,,21/06/2023
8443140000,"Letterpress printing machinery, reel fed, excluding flexographic printing",U,5,,5,,21/06/2023
8443150000,"Letterpress printing machinery, other than reel fed, excluding flexographic printing",U,5,,5,,21/06/2023
8443160000,Flexographic printing machinery,U,5,,,,08/06/2015
8443170000,Gravure printing machinery,U,5,,5,,21/06/2023
8443190000,Printing machinery used for printing by.. 0ther(offset printing machinery),U,5,,5,,21/06/2023
8443311000,Printers incorporating copying function,U,20,,5,,21/06/2023
8443319000,Other printers not incorporating copying machine (facsimile etc),U,5,,5,,21/06/2023
8443321000,Copying machines capable of connection to computer,U,20,,5,,21/06/2023
8443329000,Other machine capable of connection to computer excluding copying machine.,U,5,,5,,21/06/2023
8443391000,Copying machines not of subheading 8443.3210.00,U,20,,5,,21/06/2023
8443399000,Others excluding Copying machines,U,5,,5,,21/06/2023
8443910000,"Parts, accessories of printing machinery by means of plate.. (incl.84.42)",KG,5,,,,14/04/2020
8443990000,Other parts and accessoriesof printers not specified.,KG,5,,,,14/04/2020
8444000000,"Machines for extruding, drawing, texturing or cutting manmade textile materials.",U,5,,,,08/06/2015
8445110000,Carding machines,U,5,,,,08/06/2015
8445120000,Combing machines,U,5,,,,08/06/2015
8445130000,Drawing or roving machines,U,5,,,,08/06/2015
8445190000,"Machines for preparing textile fibres;spinning,doubling or twisting machin",U,5,,,,08/06/2015
8445200000,Textile spinning machines,U,5,,,,08/06/2015
8445300000,Textile doubling or twisting machines,U,5,,,,08/06/2015
8445400000,Textile winding (including weftwinding) or reeling machines,U,5,,,,08/06/2015
8445900000,"Machines for preparing textile fibres;spinning,doubling otwisting machin",U,5,,,,08/06/2015
8446100000,Machinery for weaving fabrics of a width not exceeding 30 cm,U,5,,,,08/06/2015
8446210000,Power looms,U,5,,,,08/06/2015
8446290000,Weaving machines (looms). Other,U,5,,,,08/06/2015
8446300000,"Machinery for weaving fabrics of a width exceeding 30 cm, shuttleless type",U,5,,,,08/06/2015
8447110000,"Circular knitting machines, with cylinder diameter not exceeding 165 mm",U,5,,,,08/06/2015
8447120000,Circular knitting machines With cylinder diameter exceeding 165 mm,U,5,,,,08/06/2015
8447200000,Flat knitting machines; stitchbonding machines,U,5,,,,08/06/2015
8447900000,Other mahines of this heading not specified,U,5,,,,08/06/2015
8448110000,Dobbies and Jacquards; card reducing or assembling machines for use therewith,KG,5,,,,14/04/2020
8448190000,"Auxiliary machinery for use with machines of heading 84.44, 84.45,84.46 or",KG,5,,,,14/04/2020
8448200000,Parts and accessories of machines of heading 84.44 or of their auxiliary machinery,KG,5,,,,14/04/2020
8448310000,Parts of Card clothing,KG,5,,,,14/04/2020
8448320000,"Parts of machines for preparing textile fibres, other than card clothing",KG,5,,,,14/04/2020
8448330000,"Parts of Spindles, spindle flyers, spinning rings and ring travellers",KG,5,,,,14/04/2020
8448390000,Parts of other machinery and accessories of this heading not specified,KG,5,,,,14/04/2020
8448420000,"Parts and accessories of Reeds for looms, healds and healdframes",KG,5,,,,14/04/2020
8448490000,Other parts and accessories of weaving machines (looms) or of their auxillary machinery,KG,5,,,,14/04/2020
8448510000,"Parts and accessories of Sinkers, needles and other articles used in forming stitches",KG,5,,,,14/04/2020
8448590000,Other Parts and acces. of machine of heading 84.47 or their aux. machinery not specified,KG,5,,,,14/04/2020
8449000000,"Machinery for manuf. of felt/nonwovens shapes, incl. machinery for making felt hats/lock",KG,5,,,,14/04/2020
8450110000,"laundrytype washing machines,capacity =< 10 kg : Fullyautomatic machines",U,20,7.5,,,11/02/2020
8450120000,"laundrytype washing machines, with builtin centrifugal drier",U,20,7.5,,,11/02/2020
8450190000,"laundrytype washing machines,capacity =< 10 kg not specified",U,20,7.5,,,11/02/2020
8450200000,"laundrytype washing machines,capacity>10 kg",U,5,7.5,,,11/02/2020
8450900000,Parts of machines nand accessories of this heading 84.50,KG,5,7.5,,,14/04/2020
8451100000,Drycleaning machines,U,5,,,,08/06/2015
8451210000,"Drying machines, Each of a dry linen capacity not exceeding 10 kg",U,20,7.5,,,11/02/2020
8451290000,"Drying machines, Each of a dry linen capacity exceeding 10 kg",U,5,7.5,15,,08/12/2021
8451300000,Ironing machines and presses (including fusing presses),U,5,,,,08/06/2015
8451400000,"Washing, bleaching or dyeing machines",U,5,7.5,,,11/02/2020
8451500000,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",U,5,7.5,,,11/02/2020
8451800000,Other machinery of this heading not specified,U,5,7.5,,,11/02/2020
8451900000,Parts of machinery of this heading,KG,5,7.5,,,14/04/2020
8452100000,Sewing machines of the household type,U,5,7.5,,,11/02/2020
8452210000,Automatic sewing machines units,U,5,,,,08/06/2015
8452290000,Non automatic sewing machines units,U,5,,,,08/06/2015
8452300000,Sewing machine needles,KG,5,,,,14/04/2020
8452900000,"Furniture, bases and covers for sewing machines and parts",KG,5,,,,14/04/2020
8453100000,"Machinery for preparing, tanning or working hides, skins or leather",U,5,,,,08/06/2015
8453200000,Machinery for making or repairing footwear,U,5,,,,08/06/2015
8453800000,"Other machinery Machinery for preparing, tanning or working hides not specified",U,5,,,,08/06/2015
8453900000,Parts of the machinery of this heading,KG,5,,,,14/04/2020
8454100000,metallurgical Converters,U,5,,,,08/06/2015
8454200000,Ingot moulds and ladles,U,5,,,,08/06/2015
8454300000,Casting machines,U,5,,,,08/06/2015
8454900000,Parts of theaccesories of this heading,KG,5,,,,14/04/2020
8455100000,Tube mills,U,5,,,,08/06/2015
8455210000,Hot or combination hot and cold,U,5,,,,08/06/2015
8455220000,Cold Metal-rolling mills,U,5,,,,08/06/2015
8455300000,Rolls for rolling mills,U,5,,,,08/06/2015
8455900000,Other parts ofMetal-rolling mills,KG,5,,,,14/04/2020
8456110000,Operated by laser,U,5,,,,14/04/2020
8456120000,Operated by other light or photon beam processes,U,5,,,,14/04/2020
8456200000,Machine-tools Operated by ultrasonic processes,U,5,,,,08/06/2015
8456300000,Machine-tools Operated by electrodischarge processes,U,5,,,,08/06/2015
8456400000,Operated by plasma arc processess,U,5,,,,14/04/2020
8456500000,Water-jet cutting machines,U,5,,,,14/04/2020
8456900000,Other machine tools of this heading not specified,U,5,,,,08/06/2015
8457100000,Machining centres,U,5,,,,08/06/2015
8457200000,Unit construction machines (single station),U,5,,,,08/06/2015
8457300000,Multistation transfer machines,U,5,,,,08/06/2015
8458110000,"Horizontal lathes, Numerically controlled",U,5,,,,08/06/2015
8458190000,"Horizontal lathes, Not numerically controlled",U,5,,,,08/06/2015
8458910000,"Other lathes, Numerically controlled",U,5,,,,08/06/2015
8458990000,"Other lathes, ot numerically controlled",U,5,,,,08/06/2015
8459100000,Waytype unit head machines,U,5,,,,08/06/2015
8459210000,Waytype unit head machines Numerically controlled,U,5,,,,08/06/2015
8459290000,"Waytype unit head machines, Not Numerically controlled",U,5,,,,08/06/2015
8459310000,"Other boringmilling machines, Numerically controlled",U,5,,,,08/06/2015
8459390000,"Other boringmilling machines, Not numerically controlled",U,5,,,,08/06/2015
8459410000,Numerically controlled,U,5,,,,13/04/2020
8459490000,Other boring-milling machines,U,5,,,,13/04/2020
8459510000,"Milling machines, kneetype Numerically controlled",U,5,,,,08/06/2015
8459590000,"Milling machines, kneetype Numerically controlled",U,5,,,,08/06/2015
8459610000,"Milling machines, kneetype numerically controlled",U,5,,,,08/06/2015
8459690000,"Milling machines, kneetype not numerically controlled",U,5,,,,08/06/2015
8459700000,Other threading or tapping machines mot specified,U,5,,,,08/06/2015
8460120000,Numerically controlled,U,5,,,,13/04/2020
8460190000,"Other flatsurface grinding machines, of atleast 0.01mm accuracy, nes",U,5,,,,08/06/2015
8460220000,"Centreless grinding machines, numerically controlled",U,5,,,,13/04/2020
8460230000,"Other cylindrical grinding machines, numerically controlled",U,5,,,,13/04/2020
8460240000,"Other, numerically controlled",U,5,,,,13/04/2020
8460290000,Other grinding machines not elsewhere specified in this sub-heading,U,5,,,,30/08/2019
8460310000,Sharpening (tool or cutter grinding) machines : Numerically controlled,U,5,,,,08/06/2015
8460390000,Sharpening (tool or cutter grinding) machines : Non numerically controlled,U,5,,,,08/06/2015
8460400000,Honing or lapping machines,U,5,,,,08/06/2015
8460900000,"Other machines for deburring, grinding, polishing, etc, metal, nes",U,5,,,,08/06/2015
8461200000,Shaping or slotting machines,U,5,,,,08/06/2015
8461300000,Broaching machines,U,5,,,,08/06/2015
8461400000,"Gear cutting, gear grinding or gear finishing machines",U,5,,,,08/06/2015
8461500000,Sawing or cuttingoff machines,U,5,,,,08/06/2015
8461900000,"Other Machine tools working by removing metal or cermets,nes",U,5,,,,08/06/2015
8462110000,-- Closed die forging machines,U,5,,,,07/01/2022
8462190000,-- Other,U,5,,,,07/01/2022
8462220000,-- Profile forming machines,U,5,,,,07/01/2022
8462230000,-- Numerically controlled press brakes,U,5,,,,07/01/2022
8462240000,-- Numerically controlled panel benders,U,5,,,,07/01/2022
8462250000,-- Numerically controlled roll forming machines,U,5,,,,07/01/2022
8462260000,"-- Other numerically controlled bending, folding, straightening or flattening machines",U,5,,,,07/01/2022
8462290000,"Bending, folding...machines (including presses) :Not Numerically controlled",U,5,,,,08/06/2015
8462320000,-- Slitting lines and cut-to-length lines,U,5,,,,07/01/2022
8462330000,-- Numerically controlled shearing machines,U,5,,,,07/01/2022
8462390000,"Shearing machine, excl. combined punching &shearing machine:Not numerically controlled",U,5,,,,08/06/2015
8462420000,-- Numerically controlled,U,5,,,,07/01/2022
8462490000,Punching or notching machines; Not Numerically controlled,U,5,,,,08/06/2015
8462510000,-- Numerically controlled,U,5,,,,07/01/2022
8462590000,-- Other,U,5,,,,07/01/2022
8462610000,-- Hydraulic presses,U,5,,,,07/01/2022
8462620000,-- Mechanical presses,U,5,,,,07/01/2022
8462630000,-- Servo-presses,U,5,,,,07/01/2022
8462690000,-- Other,U,5,,,,07/01/2022
8462900000,- Other,U,5,,,,07/01/2022
8463100000,"Drawbenches for bars, tubes, profiles, wire or the like",U,5,,,,08/06/2015
8463200000,Thread rolling machines,U,5,,,,08/06/2015
8463300000,Machines for working wire,U,5,,,,08/06/2015
8463900000,"Other machinetools for working metal, without removing material, nes",U,5,,,,08/06/2015
8464100000,Sawing machines,U,5,,,,08/06/2015
8464200000,Grinding or polishing machines,U,5,,,,08/06/2015
8464900000,"Other machine tools for working stone, ceramics. Not specified",U,5,,,,08/06/2015
8465100000,Machines which can carry out different types of machining operations without tool change,U,5,,,,08/06/2015
8465200000,- Machining centres,U,5,,,,21/01/2023
8465910000,Sawing machines,U,5,,,,08/06/2015
8465920000,"Planing, milling or moulding (by cutting) machines",U,5,,,,08/06/2015
8465930000,"Grinding, sanding or polishing machines",U,5,,,,08/06/2015
8465940000,Bending or assembling machines,U,5,,,,08/06/2015
8465950000,Drilling or morticing machines,U,5,,,,08/06/2015
8465960000,"Splitting, slicing or paring machines",U,5,,,,08/06/2015
8465990000,"Other machine tools, nes, for working wood, cork, bone, hard rubber, etc",U,5,,,,08/06/2015
8466100000,Tool holders and selfopening dieheads,KG,5,,,,14/04/2020
8466200000,Work holders,KG,5,,,,14/04/2020
8466300000,Dividing heads and other special attachments for machinetools,KG,5,,,,14/04/2020
8466910000,Parts and accessories suitable for machines of heading 84.64,KG,5,,,,14/04/2020
8466920000,Parts and accessories suitable for machines of heading 84.65,KG,5,,,,14/04/2020
8466930000,Parts and accessories suitable for machines of headings 84.56 to 84.61,KG,5,,,,14/04/2020
8466940000,Parts and accessories suitable for machines of heading 84.62 or 84.63,KG,5,,,,14/04/2020
8467110000,Pneumati tool; Rotary type (including combined rotarypercussion),U,5,,,,08/06/2015
8467190000,Pneumatic tool; Non Rotary type,U,5,,,,08/06/2015
8467210000,Drills of all kinds,U,5,,,,08/06/2015
8467220000,Saws,U,5,,,,08/06/2015
8467290000,Other tools for working in the hand with selfcontained electric motor not specified,U,5,,,,08/06/2015
8467810000,Chain saws,U,5,,,,08/06/2015
8467890000,"Tools for working in the hand, with nonelectric motor,NES",U,5,,,,08/06/2015
8467910000,Parts of chain saws,KG,5,,,,14/04/2020
8467920000,Parts of pneumatic tools,KG,5,,,,14/04/2020
8467990000,"Other Part of tools for working in the hand,pneumatic..not specified",KG,5,,,,14/04/2020
8468100000,Handheld blow pipes,U,5,,,,08/06/2015
8468200000,Gas operated machinery and apparatus,U,5,,,,08/06/2015
8468800000,"Machinery and apparatus for soldering, brazing or welding not specified",U,5,,,,08/06/2015
8468900000,"Parts of Machinery and apparatus for soldering, brazing or welding",KG,5,,,,14/04/2020
8470100000,Electronic calculators operating without an external source power.,U,20,7.5,,,11/02/2020
8470210000,electronic calculating machines Incorporating a printing device,U,20,7.5,,,11/02/2020
8470290000,electronic calculating machines operaating without ext. power not specified in 84.70,U,20,7.5,,,11/02/2020
8470300000,Other calculating machines not specified.,U,20,7.5,,,11/02/2020
8470500000,Cash registers,U,20,7.5,,,11/02/2020
8470900000,Calculating machines and pocket size data processing machine.,U,20,7.5,,,11/02/2020
8471301000,Portable ADP machines =<10 kg Presented in CKD or unassembled for the assembly industry,U,5,,,,08/06/2015
8471309000,Portable ADP machines =<10 kg Presented in FBU.,U,5,7.5,,,11/02/2020
8471411000,"ADP Comprising in the same housing a CPU, an input and output unit. Presented CKD",U,5,,,,08/06/2015
8471419000,"ADP Comprising in same housing a CPU, an input and output unit. Presented full built",U,5,,5,,21/06/2023
8471491000,Other ADP presented in the form of systems: CKD,U,5,,,,08/06/2015
8471499000,Other ADP presented in the form of systems: full built,U,5,,5,,21/06/2023
8471501000,"Processing units other than those of subheading 8471.41 or 8471.49, CKD",U,5,,,,08/06/2015
8471509000,"Processing units other than those of subheading 8471.41 or 8471.49, fully built",U,5,,0,,14/06/2023
8471601000,"Input or output units, whether or not containing storage units in the same housing, CKD",U,5,,,,08/06/2015
8471609000,"Input/output units, whether or not containing storage units in the same housing, FBU",U,5,,,,08/06/2015
8471701000,"Storage units, presented CKD",U,5,,,,08/06/2015
8471709000,"Storage units, presented full built",U,5,,5,,21/06/2023
8471801000,Other units of automatic data processing machines: CKD,U,5,,,,08/06/2015
8471809000,Other units of automatic data processing machines: full built,U,5,,,,08/06/2015
8471900000,Other Automatic data processing machines and units NES,U,5,,,,08/06/2015
8472100000,Duplicating machines,U,20,7.5,,,11/02/2020
8472300000,"Machines for sorting, for opening, closing..and machines for affixing.. postage stamps",U,20,7.5,,,11/02/2020
8472900000,Other office machines; Not specified,U,20,7.5,,,11/02/2020
8473210000,"Part and access. of the elect. Calcul. machine of subhead. 8470.10, 8470.21 or 8470.29",KG,10,7.5,,,14/04/2020
8473290000,Other Parts and accessories not specified,KG,10,7.5,,,14/04/2020
8473300000,Parts and accessories of the machines of heading 84.71,KG,5,7.5,,,14/04/2020
8473400000,Parts and accessories of the machines of heading 84.72,KG,10,7.5,,,14/04/2020
8473500000,Parts and accessories equally for use with machi. of =>2 of the headings 84.69 to 84.72,KG,10,7.5,,,14/04/2020
8474100000,"Sorting, screening, separating or washing machines",U,5,,,,08/06/2015
8474200000,Crushing or grinding machines,U,5,,,,08/06/2015
8474310000,Concrete or mortar mixers,U,5,,,,08/06/2015
8474320000,Machines for mixing mineral substances with bitumen,U,5,,,,08/06/2015
8474390000,Mixing or kneading machines: Other,U,5,,,,08/06/2015
8474800000,Other machinery not specified in 8474,U,5,,,,08/06/2015
8474900000,Parts of article of heading 8474,KG,5,,,,14/04/2020
8475100000,"Machines for assembling electric or electronic lamps, tub",U,5,,,,08/06/2015
8475210000,Machines for making optical fibres and preforms thereof,U,5,,,,08/06/2015
8475290000,Machines for assembling electric or electronics; Other,U,5,,,,08/06/2015
8475900000,Parts,KG,5,,,,14/04/2020
8476210000,Incorporating heating or refrigerating devices,U,5,7.5,,,11/02/2020
8476290000,Automatic goods vending machines(for ... Other,U,5,7.5,,,11/02/2020
8476810000,Incorporating heating or refrigerating devices,U,5,7.5,,,11/02/2020
8476890000,Other Automatic goodsvending machines not specified.,U,5,7.5,,,11/02/2020
8476900000,Parts,KG,5,7.5,,,14/04/2020
8477100000,Injectionmoulding machines,U,5,,,,08/06/2015
8477200000,Extruders,U,5,,,,08/06/2015
8477300000,Blow moulding machines,U,5,,,,08/06/2015
8477400000,Vacuum moulding machines and other thermoforming machines,U,5,,,,08/06/2015
8477510000,For moulding or retreading pneumatic tyres or for mouldi,U,5,,,,08/06/2015
8477590000,Other machinery for moulding or otherwise forming,U,5,,,,08/06/2015
8477800000,Other machinery,U,5,,,,08/06/2015
8477900000,Parts,KG,5,,,,14/04/2020
8478100000,"Machinery for preparing or making up tobacco,not specified or included elsewhere",U,5,,,,05/06/2020
8478900000,Parts,KG,5,,,,14/04/2020
8479100000,"Machinery for public works, building or the like",U,5,,,,08/06/2015
8479200000,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,U,5,,,,08/06/2015
8479300000,Presses for the manufacture of particle board or fibre bu,U,5,,,,08/06/2015
8479400000,Rope or cablemaking machines,U,5,,,,08/06/2015
8479500000,"Industrial robots, not elsewhere specified or included",U,5,,,,08/06/2015
8479600000,Evaporative air coolers,U,5,,,,08/06/2015
8479710000,Of a kind used in airports,U,5,,,,08/06/2015
8479790000,Other Passenger boarding bridges not specified.,U,5,,,,08/06/2015
8479810000,"For treating metal, including electric wire coilwinders",U,5,,,,08/06/2015
8479820000,"Mixing, kneading, crushing, grinding, screening, sifting",U,5,,,,08/06/2015
8479830000,-- Cold isostatic presses,U,5,,,,07/01/2022
8479890000,"Other machines and mechanical appliances having individual functions, nes",U,5,,,,08/06/2015
8479900000,Parts,KG,5,,,,14/04/2020
8480100000,Moulding boxes for metal foundry,KG,5,,,,14/04/2020
8480200000,Mould bases,KG,5,,,,14/04/2020
8480300000,Moulding patterns,KG,5,,,,14/04/2020
8480410000,Injection or compression types,KG,5,,,,14/04/2020
8480490000,Other Moulds for metal or metal carbides (excl. injection or compression),KG,5,,,,14/04/2020
8480500000,Moulds for glass,KG,5,,,,14/04/2020
8480600000,Moulds for mineral materials,KG,5,,,,14/04/2020
8480710000,Injection or compression types,KG,5,,,,14/04/2020
8480790000,Other moulds for rubber or plastics (excl. injection of compression),KG,5,,,,14/04/2020
8481100000,Pressurereducing valves,KG,10,,,,14/04/2020
8481200000,Valves for oleohydraulic or pneumatic transmissions,KG,5,,,,14/04/2020
8481300000,Check (nonreturn) valves,KG,10,,,,14/04/2020
8481400000,Safety or relief valves,KG,10,,,,14/04/2020
8481800000,Other appliances,KG,10,,,,14/04/2020
8481900000,Parts,KG,10,,,,14/04/2020
8482100000,Ball bearings,U,10,,,,08/06/2015
8482200000,"Tapered roller bearings, including cone and tapered roller assemblies",U,10,,,,08/06/2015
8482300000,Spherical roller bearings,U,10,,,,08/06/2015
8482400000,Needle roller bearings,U,10,,,,08/06/2015
8482500000,Other cylindrical roller bearings,U,10,,,,08/06/2015
8482800000,"Other, including combined ball/roller bearings",U,10,,,,08/06/2015
8482910000,"Balls, needles and rollers",KG,10,,,,14/04/2020
8482990000,Ball or roller bearings. Other(parts),KG,10,,,,14/04/2020
8483100000,Transmission shafts (including cam shafts and crank shafts) and cranks,U,10,,,,08/06/2015
8483200000,"Bearing housings, incorporating ball or roller bearings",U,10,,,,08/06/2015
8483300000,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",U,10,,,,08/06/2015
8483400000,"Gears and gearing, other than toothed wheels, chain sproc",U,10,,,,08/06/2015
8483500000,"Flywheels and pulleys, including pulley blocks",U,10,,,,08/06/2015
8483600000,Clutches and shaft couplings (including universal joints),U,10,,,,08/06/2015
8483900000,"Toothed wheels, chain sprockets and other transmission el",KG,10,,,,14/04/2020
8484100000,Gaskets and similar joints of metal sheeting combined wit,KG,10,,,,14/04/2020
8484200000,Mechanical seals,KG,10,,,,14/04/2020
8484900000,"Other sets or assortments of gaskets and similar joints,put up in pouches, envelopes",KG,10,,,,14/04/2020
8485100000,- By metal deposit,U,10,,,,05/01/2022
8485200000,- By plastics or rubber deposit,U,10,,,,07/01/2022
8485300000,"- By plaster, cement, ceramics or glass deposit",U,10,,,,07/01/2022
8485800000,- Other,U,10,,,,07/01/2022
8485900000,- Parts,KG,10,,,,05/01/2022
8486100000,Machines and apparatus for the manufacture of boules or wafers,U,10,,,,08/06/2015
8486201100,Direct writeonwater apparatus,U,20,,,,08/06/2015
8486201200,Step and repeat aligners,U,20,,,,08/06/2015
8486201900,Other Apparatus for the projection or drawing of circu,U,20,,,,08/06/2015
8486209000,Apparatus for the projection or drawing of circuit patterns on not specified,U,10,,,,08/06/2015
8486301000,For photographic or cinematographic laboratories; negatoscopes,U,20,,,,08/06/2015
8486309000,Other Machines and apparatus for the manufacture of flat panel displays:,U,10,,,,08/06/2015
8486400000,Machines and apparatus specified in Note 9 (C) to this Chapter,U,10,,,,08/06/2015
8486901000,Parts and accessories of machines and apparatus of subheading 8686.20 and 8486.30,KG,10,,,,14/04/2020
8486909000,Other Parts and accessories,KG,5,,,,14/04/2020
8487100000,Ships' or boats' propellers and blades therefor,KG,10,,,,14/04/2020
8487900000,Other article of heading 87.84 not specified.,KG,10,,,,14/04/2020
8501100000,Electric motors of an output not exceeding 37.5 W,U,5,7.5,,,11/02/2020
8501200000,Universal AC/DC motors of an output exceeding 37.5 W,U,5,7.5,,,11/02/2020
8501310000,Other DC motors; DC generators  of an output not exceeding 750 W,U,5,0,,,15/12/2020
8501320000,Other DC motors; DC generators  of an output exceeding 750 W but not exceeding 75 kW,U,5,0,,,15/12/2020
8501330000,Other DC motors; DC generators  of an output exceeding 75 kW but not exceeding 375 kW,U,5,0,,,15/12/2020
8501340000,Other DC motors; DC generators  of an output exceeding 375 kW,U,5,0,,,15/12/2020
8501400000,"Other AC motors, singlephase",U,5,7.5,,,11/02/2020
8501510000,"Other AC motors, multiphase of an output not exceeding 750 W",U,5,7.5,,,11/02/2020
8501520000,"Other AC motors, multiphase of an output exceeding 750 W but not exceeding 75 kW",U,5,7.5,,,11/02/2020
8501530000,"Other AC motors, multiphase of an output exceeding 75 kW",U,5,7.5,,,11/02/2020
8501610000,"Other AC motors, multiphase of an output not exceeding 75 kVA",U,5,7.5,,,11/02/2020
8501620000,"Other AC motors, multiphase of an output exceeding 75 kVA but not exceeding 375 kVA",U,5,7.5,,,11/02/2020
8501630000,"Other AC motors, multiphase of an output exceeding 375 kVA but not exceeding 750 kVA",U,5,7.5,,,11/02/2020
8501640000,"Other AC motors, multiphase of an output exceeding 750 kVA",U,5,7.5,,,11/02/2020
8501710000,-- Of an output not exceeding 50 W,U,5,7.5,,,07/01/2022
8501720000,-- Of an output exceeding 50 W,U,5,7.5,,,07/01/2022
8501800000,- Photovoltaic AC generators,U,5,7.5,,,07/01/2022
8502111000,"Generating sets, diesel or semidiesel engines, output <75kVA,CKD for assembly industry",U,5,7.5,,,11/02/2020
8502119000,---  Other,U,5,7.5,15,,08/04/2022
8502121000,"Gen. set, diesel or semidiesel engine, output >75=<375kVA,CKD for assembly industry",U,5,7.5,,,11/02/2020
8502129000,---  Other,U,5,7.5,15,,14/06/2023
8502131000,"Generating sets, diesel or semidiesel engines of an output >375 kVA, CKD",U,5,7.5,,,11/02/2020
8502139000,---  Other,U,5,7.5,15,,08/04/2022
8502201000,---- presented completely knocked down ( CKD) or unassembled for the assemblee undustry,U,5,7.5,,,11/02/2020
8502209000,--  Other,U,5,7.5,15,,14/06/2023
8502310000,Windpowered generator,U,5,,,,08/06/2015
8502391000,Solarpowered generator,U,5,,,,08/06/2015
8502392000,Gaspowered generator,U,5,,,,08/06/2015
8502399000,Other generating sets not elsewhere specified or included in this sub-heading,U,5,,,,30/08/2019
8502400000,Electric rotary converters,U,5,,,,08/06/2015
8503000000,Parts suitable for use solely/principally with the machines of heading 85.01 or 85.02.,KG,5,7.5,,,14/04/2020
8504100000,Ballasts for discharge lamps or tubes,U,5,,,,08/06/2015
8504210000,"Liquid dielectric transformers, having a power handling capacity not exceeding 650 kVA",U,5,7.5,,,26/06/2021
8504220000,"Liquid dielectric transformer with power handling capacity >650 kVA but not > 10,000 kVA",U,5,7.5,,,26/06/2021
8504230000,"Liquid dielectric transformers, having a power handling capacity exceeding 10,000 kVA",U,5,7.5,,,11/02/2020
8504310000,"Other transformer not specified, having a power handling capacity not exceeding 1 kVA",U,5,7.5,,,11/02/2020
8504320000,"Transformer not specified, with power handling capacity > 1 kVA but not > 16 kVA",U,5,7.5,,,11/02/2020
8504330000,"Transformer not specified, with power handling capacity > 16 kVA but not > 500 kVA",U,5,7.5,,,26/06/2021
